description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
"@mroeschke, I found another bug in addition to the one I intend to resolve with #49967. The second bug is with `pandas.io.sql.execute`. If the caller passes a query that returns a resultset, then the connection might close before the caller can fetch the results. I'm having trouble finding a good workaround. Would it be ok to stop allowing either a sqlalchemy `Engine` or `str` to be passed to this method? It is not a well-documented method. The only mention I found of it is above this line: htt…",,,,,,Anecdotal,comment,,,,,,,,2022-12-09,github/cdcadman,https://github.com/pandas-dev/pandas/pull/48576#issuecomment-1344756733,repo: pandas-dev/pandas | issue: Make pandas/io/sql.py work with sqlalchemy 2.0 | keyword: lesson learned
"Regarding your alternative solutions, you can rely on [`re.escape(...)`](https://docs.python.org/3/library/re.html#re.escape) to programmatically escape a string in preparation for an exact regex match. A `regex` parameter does not make much sense on `match` and `fullmatch` methods, which clearly refer to the regular expression methods of the same name, and refer to matching a regular expression pattern. Furthermore, I don't exactly see what functionality is missing currently. You are looking f…",,,,,,Anecdotal,comment,,,,,,,,2022-08-19,github/tomaarsen,https://github.com/pandas-dev/pandas/issues/48086#issuecomment-1220680487,repo: pandas-dev/pandas | issue: ENH: add `regex=False` option to pandas.Series.str.match and fullmatch (like in str.contains) | keyword: lesson learned
"One other major breaking change to consider: We should consider making arithmetic between a Series and a DataFrame broadcast across the _columns_ of the dataframe, i.e., aligning `series.index` with `df.index`, rather than the current behavior aligning `series.index` with `df.columns`. I think this would be far more useful than the current behavior, because it's much more common to want to do arithmetic between a series and all columns of a DataFrame. This would make broadcasting in pandas inco…",,,,,,Anecdotal,comment,,,,,,,,2016-07-29,github/shoyer,https://github.com/pandas-dev/pandas/issues/10000#issuecomment-236238297,"repo: pandas-dev/pandas | issue: Towards ""pandas 1.0"" | keyword: lesson learned"
"For > Because this is kind of ""public"" interface > can you make method a required parameter in __finalize__ to avoid this problem in the future. and > also needs a whatsnew note Do we make any claim that `__finalize__` is public? There's just a couple whatsnew mentions in the docs. And the docstring doesn't say anything about it being public. I'm OK with these specific names and making `method` required but not if it's currently part of the public API.",,,,,,Anecdotal,comment,,,,,,,,2020-04-06,github/TomAugspurger,https://github.com/pandas-dev/pandas/pull/33273#issuecomment-609747875,repo: pandas-dev/pandas | issue: Pass method in __finalize__ | keyword: lesson learned
"Fix #25099 set na_rep values before converting to string to prevent data truncation Hi, The code in this pull request fixes #25099, and all tests pass. However, I am not sure if this is the best (or even an elegant) solution. The issue happened because the float `NaN` is converted to `str` (i.e. ""nan""), which gets stored as a `<U3`. When the user-provided `na_rep` is used, it is first truncated down to the data type length (i.e. ""myn""). I tried moving the `na_rep` to before it is converted to s…",,,,,,Anecdotal,issue,,,,,,,,2019-02-03,github/kinow,https://github.com/pandas-dev/pandas/pull/25103,repo: pandas-dev/pandas | keyword: lesson learned | state: closed
"read_html: Handle colspan and rowspan This is essentially a rebased and squashed #17054 (mad props to @jowens for doing all the hard thinking). My tweaks: * test_computer_sales_page (see #17074) no longer tests for ParserError, because the ParserError was a bug caused by missing colspan support. Now, test that MultiIndex works as expected. * I respectfully removed the fill_rowspan argument from #17073. Instead, the virtual cells created by rowspan/colspan are always copies of the real cells' te…",,,,,,Anecdotal,issue,,,,,,,,2018-06-14,github/adamhooper,https://github.com/pandas-dev/pandas/pull/21487,repo: pandas-dev/pandas | keyword: lesson learned | state: closed
"Indeed -- I rebased over adamhooper/master instead of pandas/master. I've learned my lesson: merge, don't rebase. Fixed by ... er ... rebasing. Correctly, this time.",,,,,,Anecdotal,comment,,,,,,,,2018-06-27,github/adamhooper,https://github.com/pandas-dev/pandas/pull/21487#issuecomment-400683621,repo: pandas-dev/pandas | issue: read_html: Handle colspan and rowspan | keyword: lesson learned
"Proposal: New Index type for binned data (IntervalIndex) ### Design The idea is to have a natural representation of the grids that ubiquitously appear in simulations and measurements of physical systems. Instead of referencing a single value, a grid cell references a _range_ of values, based on the chosen discretization. Typically, cells boundaries would be specified by floating point numbers. In one dimension, a grid cell corresponds to an _interval_, the name we use here. The key feature of `…",,,,,,Anecdotal,issue,,,,,,,,2014-07-01,github/shoyer,https://github.com/pandas-dev/pandas/issues/7640,repo: pandas-dev/pandas | keyword: lesson learned | state: closed
"@shoyer Thanks for including me; sorry I didn't notice earlier (mail filter was throwing github alerts out). Indeed, I think a general interval index is probably a great addition; although, I lack the breadth in vision to see a general solution. I did actually implement a hacky version of an interval index in pyuvvis that converts a datetime index to intervals of seconds, minutes etc... The main lesson I learned is that your interval index should be able to map back to the original data. To do …",,,,,,Anecdotal,comment,,,,,,,,2014-07-28,github/hughesadam87,https://github.com/pandas-dev/pandas/issues/7640#issuecomment-50400395,repo: pandas-dev/pandas | issue: Proposal: New Index type for binned data (IntervalIndex) | keyword: lesson learned
"I'm not sure if this belongs here or elsewhere. However, I'm trying to not clutter everything uselessly by just adding to the ever growing list of issues. If this belongs elsewhere, I'm happy to move it. Is there a reason `pd.cut` returns a `CategoricalIndex` instead of an `IntervalIndex`? The current behavior is ```python >>> pd.cut(np.linspace(0,` 100), bins=np.linspace(0, 101, 10)).value_counts().sort_index().index CategoricalIndex([ (0.0, 11.222], (11.222, 22.444], (22.444, 33.667], (33.667…",,,,,,Anecdotal,comment,,,,,,,,2018-05-07,github/blalterman,https://github.com/pandas-dev/pandas/issues/7640#issuecomment-387091110,repo: pandas-dev/pandas | issue: Proposal: New Index type for binned data (IntervalIndex) | keyword: lesson learned
"@adamgreenhall Thanks for the contribution! Can you provide a bit more context? (I never used the ORM part of SQLAlchemy, only the Core part) But as a `Session` has a `begin` method and `execute` method, I suppose `read_sql` would just work regardless you provide it a Session or connection? (as the support for connections was just added in #10105, which should already allow temporary tables when using a Connection) Why does it need sqlalchemy 1.0.0 ? The reason your tests fail, is because it se…",,,,,,Anecdotal,comment,,,,,,,,2015-07-19,github/jorisvandenbossche,https://github.com/pandas-dev/pandas/pull/10617#issuecomment-122649728,repo: pandas-dev/pandas | issue: support sql transactions | keyword: lesson learned
"Should we rather error when a user creates such a Series with an unsupported dtype, instead of allowing to create it but then fail later on in various confusing ways? Or is there enough that works that people would want to use a Series/DataFrame container with such data?",,,,,,Anecdotal,comment,,,,,,,,2024-10-30,github/jorisvandenbossche,https://github.com/pandas-dev/pandas/issues/60108#issuecomment-2446468235,repo: pandas-dev/pandas | issue: BUG: many dataframe operations broken when a column contains numpy structured array | keyword: workaround
@MaximilianR I think you can get the same behavior as in my earlier example by using a boolean mask instead of `where`: ``` In [504]: df['new'] = df.x[ df.x == 2 ].expanding().count() In [505]: df Out[505]: x new 0 1 NaN 1 2 1.0 2 1 NaN 3 2 2.0 ```,,,,,,Anecdotal,comment,,,,,,,,2016-03-17,github/johne13,https://github.com/pandas-dev/pandas/issues/12648#issuecomment-197675532,repo: pandas-dev/pandas | issue: ENH:  cumcount() for DataFrames and Series | keyword: workaround
"The main issue I think is because`dtype` is a string I guess. I'm not 100% sure about how `_pandas_api.pandas_dtype` works, but presumably it's a large `dict` mapping types in string form to the correct type. Due to the infinite nature of possible Arrow datatypes, I guess its not feasible to update the dictionary, so maybe the try except solution is the only reasonable solution? Just my two cents.",,,,,,Anecdotal,comment,,,,,,,,2023-05-12,github/danielhanchen,https://github.com/pandas-dev/pandas/issues/53011#issuecomment-1545785525,repo: pandas-dev/pandas | issue: BUG: read_parquet converts pyarrow list type to numpy dtype | keyword: workaround
"@danielhanchen your approach only works here, and it just ignores the metadata. I'm not a pandas developer but I suppose they generated that metadata for a reason, so it may break some things if we just ignore it. Properly parsing the string is obviously harder, but I still think it is the better solution...",,,,,,Anecdotal,comment,,,,,,,,2023-05-13,github/takacsd,https://github.com/pandas-dev/pandas/issues/53011#issuecomment-1546638599,repo: pandas-dev/pandas | issue: BUG: read_parquet converts pyarrow list type to numpy dtype | keyword: workaround
"While I am building the qemu image, I kept looking at the source code. I believe that the the issue is coming from the mismatch definition of the intp_t type in pandas, numpy AND cython, definitely caused by some compiling parameter in Yocto. I guess that in one (or more) recipe the architecture is not properly detected using 64-bit platform instead of 32-bit. Also, checking out the WHEEL in the dist-info folder for the packages (i.e./usr/lib/python3.10/site-packages/pandas-1.4.2.dist-info/WHEE…",,,,,,Anecdotal,comment,,,,,,,,2023-10-11,github/scinteeb,https://github.com/pandas-dev/pandas/issues/55305#issuecomment-1758189838,"repo: pandas-dev/pandas | issue: BUG: ValueError: Buffer dtype mismatch, expected 'intp_t' but got 'long long' on ARMv7 32 bit | keyword: workaround"
"The item #1 can easily be addressed if we create a bbappend file with the content: SETUPTOOLS_BUILD_ARGS += ""--plat-name ${MACHINE}"" This will create the wheel using the machine name instead of x86_64 (i.e. Cython-0.29.28-cp310-cp310-**qemuarm**.whl). Also the WHEEL tag is properly set. Sure that the ${MACHINE} parameter can be replaced with TUNE_ARCH if we want to have the CPU type in there. I think that this should be part of setuptools3.bbclass as it will be a good practice to have the targe…",,,,,,Anecdotal,comment,,,,,,,,2023-10-13,github/scinteeb,https://github.com/pandas-dev/pandas/issues/55305#issuecomment-1761390072,"repo: pandas-dev/pandas | issue: BUG: ValueError: Buffer dtype mismatch, expected 'intp_t' but got 'long long' on ARMv7 32 bit | keyword: workaround"
"Add axis argument to DataFrame.corr #### Location of the documentation https://pandas.pydata.org/pandas-docs/stable/reference/api/pandas.DataFrame.corr.html #### Documentation problem How should I get the correlation among the rows? I can obviously do `df.T.corr()` but this strikes me as a workaround rather than a nice way to do things. I wrote a `df.corr(axis=1)` assuming that would work. Curious what people feel is idiomatic, and would recommend some mention in the docs.",,,,,,Anecdotal,issue,,,,,,,,2020-06-26,github/alexlenail,https://github.com/pandas-dev/pandas/issues/35002,repo: pandas-dev/pandas | keyword: workaround | state: open
"I would currently lean towards maintaining the current behavior of `copy` being a shallow copy because the underlying array being immutable, but open to other thoughts cc @jbrockmendel @jorisvandenbossche Another solution, if you don't care about preserving the original chunking layout like in `take` method, is to just `combine_chunks()` of the underlying array in the `pd.arrays.ArrowExtensionArray` i.e. `values = pa.array(v.array).combine_chunks()`",,,,,,Anecdotal,comment,,,,,,,,2025-07-23,github/mroeschke,https://github.com/pandas-dev/pandas/issues/61930#issuecomment-3109392476,repo: pandas-dev/pandas | issue: PERF: `DataFrame.copy(deep=True)` returns a view on the original pyarrow buffer | keyword: workaround
"Yup that's another workaround. However, I would rather have pandas handling the index, rather than resetting it when saving to parquet and setting it back again when loading the parquet",,,,,,Anecdotal,comment,,,,,,,,2025-06-30,github/elbg,https://github.com/pandas-dev/pandas/issues/61714#issuecomment-3018166444,repo: pandas-dev/pandas | issue: BUG: doing df.to_parquet and then reading it with pd.read_parquet causes KeyError | keyword: workaround
"On initial inspection, this seems to be because dtype compatibility checks were bypassed when dealing with `ExtensionArray`. This coerces False -> 0.0 without warning. A workaround is to do something like ``` pd.Index([1., 2., 3], dtype=""object"").insert(1, False) ``` If we need a fix for this, we can add a dtype compatibility check before inserting into `ExtensionArray`. Should I open a PR?",,,,,,Anecdotal,comment,,,,,,,,2025-06-26,github/kernelism,https://github.com/pandas-dev/pandas/issues/61709#issuecomment-3007161580,"repo: pandas-dev/pandas | issue: BUG: Index[Float64].insert(1, False) casts False to 0 | keyword: workaround"
"This PR is still pretty big. Any reason why you are introducing a new `fast_strftime` keyword instead of just trying to improve performance inplace? I think that would help to reduce the size, though still probably need to break up in smaller subsets. The bigger a PR is, the harder it is to review so ends up in a long review cycle",,,,,,Anecdotal,comment,,,,,,,,2023-02-10,github/WillAyd,https://github.com/pandas-dev/pandas/pull/51298#issuecomment-1426419179,repo: pandas-dev/pandas | issue: [READY] perf improvements for strftime | keyword: workaround
"Thanks for reporting this @mimakaev, I see this on current master as well. Agree that either of your alternatives would be much better - would be good to know if the lack of reusability is a bug or just implicit by design. Worth mentioning there has been discussion about deprecating this (#41297) in favor of alternatives mentioned in that issue (which may serve as a workaround for your use case).",,,,,,Anecdotal,comment,,,,,,,,2021-07-01,github/mzeitlin11,https://github.com/pandas-dev/pandas/issues/41930#issuecomment-872571665,repo: pandas-dev/pandas | issue: BUG: pd.Grouper cannot be reused in some cases  | keyword: workaround
"Just do ``` pandas.set_option(""future.no_silent_downcasting"", True) ``` as suggested on the stack overflow question The series will retain object dtype in pandas 3.0 instead of casting to int64",,,,,,Anecdotal,comment,,,,,,,,2024-03-06,github/phofl,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-1981871396,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"> This is exactly the thing we are trying to solve. replace was previously casting your dtypes and will stop doing so in pandas 3 But it is unclear how to replace and cast. E.g. when I have `[0, 1]` integers they stand for female and male. ``` df.gender = df.gender.astype(str) df.gender = df.gender.replace({'0': 'male', '1': 'female'}) ``` Is that the solution you have in mind? From a users perspective it is a smelling workaround. The other way around is nearly not possible because I can not ca…",,,,,,Anecdotal,comment,,,,,,,,2024-03-13,github/buhtz,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-1994220779,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"> The other way around is nearly not possible because I can not cast a str word to an integer. One alternative (although I realise a non `.replace` supported ""alternative"" may not be what was actually desired) is to use categoricals with `.assign`: ```python import pandas as pd df = pd.DataFrame(['male', 'male', 'female'], columns=['gender']) # from the original example genders = pd.Categorical(df['gender']) df = df.assign(gender=genders.codes) ``` If semantically similar data is spread across …",,,,,,Anecdotal,comment,,,,,,,,2024-03-13,github/jerome-white,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-1994448905,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"I got this because I was trying to filter a dataframe using the output from `Series.str.isnumeric()`. My dataframe contained NA values, so the resulting mask contained NA values. Normally I use `fillna(False)` to get rid of these. What I would normally do: ``` python df = pd.DataFrame({'A': ['1', '2', 'test', pd.NA]}) mask = df['A'].str.isnumeric().fillna(False) ``` What I need to do now: ``` python df = pd.DataFrame({'A': ['1', '2', 'test', pd.NA]}) with pd.option_context('future.no_silent_dow…",,,,,,Anecdotal,comment,,,,,,,,2024-08-08,github/daviewales,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2274836151,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"In my case, I had to convert strings to either bools or nan depending on the value of the string. Instead of suppressing the warning resulting from using replace(), I think it is generally better to use map() when you need to both change dtypes and deal with null values. Given: ``` print(df['has_attribute']) Name A Yes B No C Unknown Name: has_attribute, Length: 3, dtype: object ``` I do: ``` df = df.map(lambda x: True if x == 'Yes' else (False if x == 'No' else np.nan)) print(df['has_attribute…",,,,,,Anecdotal,comment,,,,,,,,2025-01-07,github/SamLovesHoneyWater,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2574215022,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"> Just do > > ``` > pandas.set_option(""future.no_silent_downcasting"", True) > ``` > > as suggested on the stack overflow question > > The series will retain object dtype in pandas 3.0 instead of casting to int64 I've done it for now, just wonder when my pandas is upgraded to 3.0 next time, will there be any notification that I can remove this pd.set_option?",,,,,,Anecdotal,comment,,,,,,,,2025-08-13,github/randomseed42,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-3182838142,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"Hi. I just hit this ""bug"" or feature. It's annoying. Here's my fix ``` def bool_fillna_inplace(series: pd.Series) -> pd.Series: """""" Workaround for https://github.com/pandas-dev/pandas/issues/59831 Replaces nan/None with False."""""" series[pd.isna(series)] = False return series ``` or an alternative `return series & ~pd.isna(series)` but that one does a bitwise and which would return False for even number, in case the series is not purely boolean with nans.",,,,,,Anecdotal,comment,,,,,,,,2024-11-26,github/joaoe,https://github.com/pandas-dev/pandas/issues/59831#issuecomment-2500704786,repo: pandas-dev/pandas | issue: ENH: Restore the functionality of `.fillna` | keyword: workaround
"We could probably optionally import regex and append it’s type to the re types we handle. > On Jul 26, 2019, at 10:23, pmav99 <notifications@github.com> wrote: > > @madimov, I think I used vanila re for pandas, and regex for everything else. Not nice ,but there was no feedback and I needed to move on. > > — > You are receiving this because you commented. > Reply to this email directly, view it on GitHub, or mute the thread.",,,,,,Anecdotal,comment,,,,,,,,2019-07-26,github/TomAugspurger,https://github.com/pandas-dev/pandas/issues/22496#issuecomment-515518510,"repo: pandas-dev/pandas | issue: Add support for ""regex"" library | keyword: gotcha"
"> The reason I believe a generic solution is better than a regex-specific solution is that there are yet other regex libraries that someone might want to use (e.g. RE2). @gwerbin Above is so true. I wish I could use `pythonnet`'s regex engine because I have a few modules in C# and a few in Python and I want to use a single regex engine for both. Basically, we need to be able to switch the internal regex engine used for pandas' string methods.",,,,,,Anecdotal,comment,,,,,,,,2023-03-31,github/alegend4u,https://github.com/pandas-dev/pandas/issues/22496#issuecomment-1491192631,"repo: pandas-dev/pandas | issue: Add support for ""regex"" library | keyword: gotcha"
"I recently had an application where I needed much faster regular expressions in pandas and here are a few of the workarounds I found: # Using The apply Method apply is typically slow, but since the execution time of re2 is so much faster this comes out way ahead. ``` import re2 import pandas def _apply_re2(value, regex): return True if value is not pandas.NA and regex.fullmatch(value) else False regex = re2.compile(r'asdf') series = pandas.Series(['qwer', 'asdf']) regex_match = series.apply(_ap…",,,,,,Anecdotal,comment,,,,,,,,2025-03-04,github/ptth222,https://github.com/pandas-dev/pandas/issues/22496#issuecomment-2698608729,"repo: pandas-dev/pandas | issue: Add support for ""regex"" library | keyword: gotcha"
"DOC: Categorical ""Memory Usage"" uses nbytes instead of `memory_usage(deep=True)` ### Pandas version checks - [X] I have checked that the issue still exists on the latest versions of the docs on `main` [here](https://pandas.pydata.org/docs/dev/) ### Location of the documentation https://pandas.pydata.org/docs/dev/user_guide/categorical.html#memory-usage ### Documentation problem The ""Memory Usage"" section states that the memory usage of an `object` dtype is a constant times the length of the dat…",,,,,,Anecdotal,issue,,,,,,,,2022-09-07,github/tehunter,https://github.com/pandas-dev/pandas/issues/48438,repo: pandas-dev/pandas | keyword: gotcha | state: open
Hmm what are you suggesting? Just make `astype(bytes)` fail? Or is this part of the larger conversation in https://github.com/pandas-dev/pandas/issues/58141 ? Maybe that should default to the pyarrow bytes type instead of numpy?,,,,,,Anecdotal,comment,,,,,,,,2024-04-13,github/WillAyd,https://github.com/pandas-dev/pandas/issues/58205#issuecomment-2053676181,repo: pandas-dev/pandas | issue: BUG: Roundtripping bytes through pandas dataframes leads to data loss | keyword: gotcha
"Both `__iter__` and `__contains__` for DataFrames uses the columns. It therefore seems most natural that they use the index on a Series. This would also agree with a dictionary-analogy of Series. Rather than deprecating, I would suggest changing the `__iter__` to instead iterate over the index. Both Series and DataFrames are data structures with a well-defined order, and as such I think users expect to be able to iterate over them. While there is ambiguity because there are multiple choices for…",,,,,,Anecdotal,comment,,,,,,,,2023-07-10,github/rhshadrach,https://github.com/pandas-dev/pandas/issues/14235#issuecomment-1629652870,repo: pandas-dev/pandas | issue: BUG: Python operator 'in' behaves in two different ways on Series object | keyword: gotcha
"Hey - thanks for the reply @gfyoung , and sorry for my delay in replying. The functions where I use this are part of a library, so temporarily saving to disk isn't ideal (can't be sure what the end-user's local environment will look like). My thought was something like this as a workaround: ``` import gzip from io import BytesIO import pandas as pd df = pd.DataFrame({""A"": [1, 2, 3, 4], ""B"": [5, 6, 7, 8], ""C"": [9, 10, 11, 12]}) b_buf = BytesIO() with gzip.open(b_buf, 'wb') as f: f.write(df.to_st…",,,,,,Anecdotal,comment,,,,,,,,2018-09-06,github/ZaxR,https://github.com/pandas-dev/pandas/issues/22555#issuecomment-418958420,repo: pandas-dev/pandas | issue: In-memory to_csv compression | keyword: gotcha
"@cbrnr Yes, that is intended behaviour. For single ""labels"" of a MultiIndex (so one value for each level), we always use tuples and not a list, because it would otherwise be difficult to distinguish. I think for this case we are quite consistent within pandas. It is the other way around (in a case where we want list-like, do we accept tuple?) that there can be more discussion. Typically we allfow tuples as list-like, but exactly for the reason above (tuples are used to indicate labels of a MI) …",,,,,,Anecdotal,comment,,,,,,,,2018-02-01,github/jorisvandenbossche,https://github.com/pandas-dev/pandas/issues/16943#issuecomment-362248941,repo: pandas-dev/pandas | issue: MultiIndex row indexing with .loc fail with tuple but work with list of indices | keyword: gotcha
"@datapythonista I modified this PR's code, title, and original comment, and it is again ready for review. Since I am now testing 2.0-style sqlalchemy connectables instead of checking for warnings, I think this can close #40686. Since I did make a lot of changes, would you prefer that I start a new PR instead?",,,,,,Anecdotal,comment,,,,,,,,2022-09-23,github/cdcadman,https://github.com/pandas-dev/pandas/pull/48576#issuecomment-1256456148,repo: pandas-dev/pandas | issue: Make pandas/io/sql.py work with sqlalchemy 2.0 | keyword: gotcha
"@mroeschke I haven't seen a release date for sqlalchemy 2.0. Instead of duplicating all the tests, I could make the `future` argument of `create_engine` depend on either a global constant in test_sql.py or an environment variable. The `future` argument will be supported in sqlalchemy 2.0 and required to be `True`. I could also put this PR on hold until the beta release of sqlalchemy 2.0 comes out.",,,,,,Anecdotal,comment,,,,,,,,2022-09-23,github/cdcadman,https://github.com/pandas-dev/pandas/pull/48576#issuecomment-1256713833,repo: pandas-dev/pandas | issue: Make pandas/io/sql.py work with sqlalchemy 2.0 | keyword: gotcha
"I'm planning to make some changes to this PR. Firstly, I noticed that pandas.io.sql.execute is documented, right above this line: https://pandas.pydata.org/docs/user_guide/io.html?highlight=sql%20execute#engine-connection-examples . As it stands, my PR would make this return a context manager instead of a Results Iterable, and I don't think I need to make this change, so I will change it back. I plan to make `SQLDatabase` accept only a SQLAlchemy `Connection` and not an `Engine`. I would change…",,,,,,Anecdotal,comment,,,,,,,,2022-10-28,github/cdcadman,https://github.com/pandas-dev/pandas/pull/48576#issuecomment-1294907916,repo: pandas-dev/pandas | issue: Make pandas/io/sql.py work with sqlalchemy 2.0 | keyword: gotcha
"@datapythonista @mroeschke Based on your feedback, I took out all the test duplication, and instead ran the tests with sqlalchemy 2.0.0b2 installed to ensure that this can close #40686. This PR will allow pandas to work with sqlalchemy 1.4.16 (the documented minimum version) and higher, even after sqlalchemy 2.0 is released. I found a note here (written 10/13/2022) on the timing of sqlalchemy 2.0: https://www.sqlalchemy.org/blog/2022/10/13/sqlalchemy-2.0.0b1-released/ >we will likely move from …",,,,,,Anecdotal,comment,,,,,,,,2022-10-31,github/cdcadman,https://github.com/pandas-dev/pandas/pull/48576#issuecomment-1297071602,repo: pandas-dev/pandas | issue: Make pandas/io/sql.py work with sqlalchemy 2.0 | keyword: gotcha
"@mroeschke, I found another bug in addition to the one I intend to resolve with #49967. The second bug is with `pandas.io.sql.execute`. If the caller passes a query that returns a resultset, then the connection might close before the caller can fetch the results. I'm having trouble finding a good workaround. Would it be ok to stop allowing either a sqlalchemy `Engine` or `str` to be passed to this method? It is not a well-documented method. The only mention I found of it is above this line: htt…",,,,,,Anecdotal,comment,,,,,,,,2022-12-09,github/cdcadman,https://github.com/pandas-dev/pandas/pull/48576#issuecomment-1344756733,repo: pandas-dev/pandas | issue: Make pandas/io/sql.py work with sqlalchemy 2.0 | keyword: gotcha
maybe use breakpoint() instead of ValueError to track down the call args? i still think its really weird to get here with a slice,,,,,,Anecdotal,comment,,,,,,,,2021-02-09,github/jbrockmendel,https://github.com/pandas-dev/pandas/issues/39585#issuecomment-775555273,repo: pandas-dev/pandas | issue: Intermittent error fetching value from multi-indexed dataframe | keyword: gotcha
"I have started over with a failing test, see the results on https://github.com/pandas-dev/pandas/pull/57314/commits/b4c825da2f87131b379ee81119ccdc3ba8237fec. To resolve, I went with a minimally invasive approach that just checks for negative extreme before scaling to microseconds, and then doing the calculation backwards from the minimum valid timestamp. I didn't find any constant defined for this (`NPY_MIN_INT64 + 1`), so instead of polluting the global namespace in `np_datetime.h`, I went wit…",,,,,,Anecdotal,comment,,,,,,,,2024-02-16,github/robert-schmidtke,https://github.com/pandas-dev/pandas/pull/57314#issuecomment-1948430840,repo: pandas-dev/pandas | issue: BUG: Fix near-minimum timestamp handling | keyword: gotcha
>why should we support 32 bit at all? >this is just more work - sure it's probably easy but we are all volunteer Pro tip: by not contributing into open source at all instead of contributing (and by not doing any other work you can avoid doing) you can keep even more work away of you.,,,,,,Anecdotal,comment,,,,,,,,2022-03-01,github/KOLANICH,https://github.com/pandas-dev/pandas/issues/44453#issuecomment-1055636670,repo: pandas-dev/pandas | issue: BLD: remove support for 32 bit | keyword: pro tip
"> Emitting events AND logs LGTM. I still believe the absolute best would be to have something permanent in pod status, because events are ephemeral, but I'll not push for that, let alone block this PR. Things like this have come up before, but a PodCondition doesn't seem quite right. Maybe we need to consider adding a new field/concept to the pod status for this. Something like `Warnings map[string]string`. Obviously out of scope for this PR. > I'm wondering if instead of passing down deep the …",,,,,,Anecdotal,comment,,,,,,,,2025-07-18,github/tallclair,https://github.com/kubernetes/kubernetes/pull/132634#issuecomment-3091239222,repo: kubernetes/kubernetes | issue: [PodLevelResources] Event for pod-level resource manager incompatibility | keyword: best practice
"@tallclair @ffromani > > I'm wondering if instead of passing down deep the recorder, we can't just bubble up a specific error or a new return value and centralize the logging and the event emission. > > Was this option evaluated? > +1 to this approach. If you bubble it up to the admission handler, you could just record the event there. Since I do not want to prevent pod admission, I would have to bubble it up, catch the specific warning and produce the event, but the pod would still have to be …",,,,,,Anecdotal,comment,,,,,,,,2025-07-21,github/KevinTMtz,https://github.com/kubernetes/kubernetes/pull/132634#issuecomment-3095141396,repo: kubernetes/kubernetes | issue: [PodLevelResources] Event for pod-level resource manager incompatibility | keyword: best practice
"> @tallclair @ffromani > > > > I'm wondering if instead of passing down deep the recorder, we can't just bubble up a specific error or a new return value and centralize the logging and the event emission. > > > Was this option evaluated? > > > +1 to this approach. If you bubble it up to the admission handler, you could just record the event there. > > Since I do not want to prevent pod admission, I would have to bubble it up, catch the specific warning and produce the event, but the pod would s…",,,,,,Anecdotal,comment,,,,,,,,2025-07-21,github/ffromani,https://github.com/kubernetes/kubernetes/pull/132634#issuecomment-3095344963,repo: kubernetes/kubernetes | issue: [PodLevelResources] Event for pod-level resource manager incompatibility | keyword: best practice
"> A ContainerDied event seems more broadly useful, and has less overlap with ContainerStarted. Why the switch to ContainerRestarted? @tallclair I see why the confusing between line 243 addition of restarted event and then 291 stating successfully started container. How about we change the `event reason` from `containerRestarted` to `containerRestarting` i see that fits best to situation where restarting fails once or twice before a successful container starts. Rather than `containerDied` i'd pr…",,,,,,Anecdotal,comment,,,,,,,,2025-02-05,github/Ritikaa96,https://github.com/kubernetes/kubernetes/pull/126474#issuecomment-2635725354,repo: kubernetes/kubernetes | issue: publish an event when the container is restarted | keyword: best practice
"> Btw, this abstraction layer difference is also precisely why I see this annotation in the node-autoscaling prefix instead of the broader node-lifecycle one. My intention is for node-autoscaling.kubernetes.io/safe-to-evict=false to mean ""pod not safe to evict by autoscalers, so autoscalers can't consolidate its node"". In contrast, the way I'd understand node-lifecycle.kubernetes.io/safe-to-evict=false would be ""pod not safe to evict by anyone using the standard draining mechanism, so its node …",,,,,,Anecdotal,comment,,,,,,,,2024-07-09,github/MaciekPytel,https://github.com/kubernetes/kubernetes/pull/124800#issuecomment-2218288529,repo: kubernetes/kubernetes | issue: Define a common Node autoscaling safe-to-evict/do-not-disrupt annotation | keyword: best practice
