description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
Is it reasonable to expect overtime from unpaid interns?,,,,,,Peer-validated,pattern,,,,,,,,2017-06-17,stackexchange/workplace,https://workplace.stackexchange.com/questions/92965/is-it-reasonable-to-expect-overtime-from-unpaid-interns,"Score: 241, Answers: 6, Tags: professionalism, internship"
"How should I best approach this situation with my manager? As I said, I took the feedback very seriously and want to show that I am a dedicated part of the team. As Mr Brancsyk said in his thoroughly ...",,,,,,Peer-validated,pattern,,,,,,,,2017-06-17,stackexchange/workplace/answer,,Answer score: 353
"From my experience, sometimes it is best to talk about it, provide a way for employees to express their feelings, and respect those that need time, but at the same time press on with work and get proj...",,,,,,Peer-validated,pattern,,,,,,,,2017-03-15,stackexchange/workplace/answer,,Answer score: 29
"My only ""knowledge"" of this comes from my personal losses, not from any professional training, but I have some thoughts based on my experiences that I hope will be helpful. You might consider looking ...",,,,,,Peer-validated,pattern,,,,,,,,2017-03-15,stackexchange/workplace/answer,,Answer score: 22
"People deal with death differently, at different times in their lives. When I was going through an identity crisis at 25, a cousin of mine died. This cousin I had only met twice: once shortly after he...",,,,,,Peer-validated,pattern,,,,,,,,2017-03-15,stackexchange/workplace/answer,,Answer score: 4
"I cannot answer this from the perspective of the death of an employee, but a schoolmate. We lost a schoolmate to cancer, she was also the daughter of two teachers at the school and had fought for over...",,,,,,Peer-validated,pattern,,,,,,,,2017-03-16,stackexchange/workplace/answer,,Answer score: 2
Interviewer privately warned me against taking the job,,,,,,Peer-validated,pattern,,,,,,,,2017-04-20,stackexchange/workplace,https://workplace.stackexchange.com/questions/89567/interviewer-privately-warned-me-against-taking-the-job,"Score: 231, Answers: 14, Tags: hiring-process, ethics"
Ooooh. That was Alison Green's first reaction to a very similar question she covered on AskAManager and I happen to share it. The situation is so similar that I'll reproduce part of her post here to a...,,,,,,Peer-validated,pattern,,,,,,,,2017-04-21,stackexchange/workplace/answer,,Answer score: 250
It's certainly an unusual situation and one that raises multiple questions: 1. Is the e-mail really from him? You can't know for sure but most of the scenarios where it isn't (e.g. someone else at the...,,,,,,Peer-validated,pattern,,,,,,,,2017-04-21,stackexchange/workplace/answer,,Answer score: 51
"It's a really bad sign This mail seems like a red flag, whatever was the purpose behind it. If that's not him, there is still someone devoted to have you not join the place, and it could be because th...",,,,,,Peer-validated,pattern,,,,,,,,2017-04-21,stackexchange/workplace/answer,,Answer score: 9
"I got an email from one of the current employees who interviewed me. (It was from his personal email, so I wouldn't have even realized it had he not had a memorable name). His ""personal email"" address...",,,,,,Peer-validated,pattern,,,,,,,,2017-04-21,stackexchange/workplace/answer,,Answer score: 4
"I'm one of those. I was born with one hand. My right hand is kinda like a stub, and I use it for typing. It's like I'm typing with 6 fingers instead of 10, but still pretty fast. It has zero affect on...",,,,,,Peer-validated,pattern,,,,,,,,2019-03-25,stackexchange/workplace/answer,,Answer score: 14
"I spent quite some time looking for an alternative tech to keyboards to improve speed. I found this which is a typing glove, which is used as a keyboard and mouse for a single hand. It is slower than ...",,,,,,Peer-validated,pattern,,,,,,,,2019-03-24,stackexchange/workplace/answer,,Answer score: 7
"So what's the solution? In the evenings I always feel like I have to decide between losing part of my personal evening time, vs being seen as a slacker Unfortunately, there are no simple answers here....",,,,,,Peer-validated,pattern,,,,,,,,2014-07-09,stackexchange/workplace/answer,,Answer score: 202
How should I properly approach my boss if I&#39;m feeling underpaid?,,,,,,Peer-validated,pattern,,,,,,,,2012-04-27,stackexchange/workplace,https://workplace.stackexchange.com/questions/1025/how-should-i-properly-approach-my-boss-if-im-feeling-underpaid,"Score: 223, Answers: 8, Tags: salary, negotiation, certification, raise"
"A 10% raise is nothing to sneeze at, particularly in the current economic climate. It sounds like your employer already recognizes that you do a lot, and they feel they are compensating you for that w...",,,,,,Peer-validated,pattern,,,,,,,,2012-04-27,stackexchange/workplace/answer,,Answer score: 137
"here's the process I'd go through: Know your Worth What are your peers in the industry making? - not just ""software"" but in the specific technologies and in the business sector in which you are workin...",,,,,,Peer-validated,pattern,,,,,,,,2012-04-27,stackexchange/workplace/answer,,Answer score: 33
"There is a saying (I found in my VP HR cabin) : If you do what you always did, you get what you always get. May be this might sound a bit unpopular advise - but it seems to me that your real concern i...",,,,,,Peer-validated,pattern,,,,,,,,2012-04-27,stackexchange/workplace/answer,,Answer score: 23
"My approach would be to focus first one the work and slip salary in ""after"" that, so I would schedule regular review meetings, say quarterly and at each one, make sure to ascertain: What you've done w...",,,,,,Peer-validated,pattern,,,,,,,,2012-05-05,stackexchange/workplace/answer,,Answer score: 3
