description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
"can we say we agree that we deprecate giving `attrs` to `__finalize__` but keep the attribute otherwise, i.e. make this a much simpler implementation?",,,,,,Anecdotal,comment,,,,,,,,2023-06-06,github/topper-123,https://github.com/pandas-dev/pandas/issues/52166#issuecomment-1579549164,repo: pandas-dev/pandas | issue: DEPR: attrs | keyword: workaround
"Another user here. We use `attrs` to carry along additional metadata e.g. for timeseries. --- ### Comments on above suggestions concerning removal: > As for what users should do - I'd suggest they define their own dataclass where one field is metadata and another is the dataframe, and then take care of how to propagate it themselves This is quite inconvenient. You loose a lot of API. For example I can currently do `(s1 + s2) / 2`. For a dataframe or custom class one would have to reimplement al…",,,,,,Anecdotal,comment,,,,,,,,2023-08-02,github/timhoffm,https://github.com/pandas-dev/pandas/issues/52166#issuecomment-1661675919,repo: pandas-dev/pandas | issue: DEPR: attrs | keyword: workaround
"Many thanks @timhoffm for your comment! I'm gonna reverse my previous stance then, it's really not too big of a deal to keep it. Furthermore, since I made my original comment, there have been PRs merged to improve attrs propagation",,,,,,Anecdotal,comment,,,,,,,,2023-08-02,github/MarcoGorelli,https://github.com/pandas-dev/pandas/issues/52166#issuecomment-1661797934,repo: pandas-dev/pandas | issue: DEPR: attrs | keyword: workaround
"I'd find it a pretty significant loss of functionality if attrs went away, especially Series-based attrs. Here are just a few ways that it is being used in several of my packages: 1. To store custom custom rendering options that are set in conjunction with the ```register_series_accessor``` decorator. For example, I register a series accessor called ```highlight``` that lets users highlight chemical substructures in DataFrames in Jupyter. For lack of any better place to put that, I'm using ```a…",,,,,,Anecdotal,comment,,,,,,,,2023-12-23,github/scott-arne,https://github.com/pandas-dev/pandas/issues/52166#issuecomment-1868367139,repo: pandas-dev/pandas | issue: DEPR: attrs | keyword: workaround
"It seems that Copy-On-Write removes some of the utility of attrs. Is there a way to set attrs on a column of a DataFrame? ``` pd.set_option(""mode.copy_on_write"", True) df = pd.DataFrame({""a"": [1, 1, 2], ""b"": [3, 4, 5]}) df[""a""].attrs[""name""] = ""x"" print(df[""a""].attrs) # {} df.loc[:, ""a""].attrs[""name""] = ""x"" print(df[""a""].attrs) # {} ser = df[""a""] ser.attrs[""name""] = 'x' df[""c""] = ser print(df[""c""].attrs) # {} ``` I imagine the 3rd example can be made to work with CoW, but not the 1st and 2nd. c…",,,,,,Anecdotal,comment,,,,,,,,2024-02-06,github/rhshadrach,https://github.com/pandas-dev/pandas/issues/52166#issuecomment-1928743957,repo: pandas-dev/pandas | issue: DEPR: attrs | keyword: workaround
"IMHO the first two should error out. Setting attrs is a write operation, but we certainly don't want this to make a copy of the dataframe. Furthermore, attrs is a global property of the dataframe and modifying that through a partial view may be confusing. So the only reasonable behavior is to not allow setting attrs on views.",,,,,,Anecdotal,comment,,,,,,,,2024-02-06,github/timhoffm,https://github.com/pandas-dev/pandas/issues/52166#issuecomment-1929246223,repo: pandas-dev/pandas | issue: DEPR: attrs | keyword: workaround
"Am I correct in understanding that the consensus is now that ``attrs`` is here to stay? I also use it and would like to increase my reliance on it (provided it doesn't go away). If it's there to stay, would it be OK to remove the experimental warning in the doc and instead specify when it is not propagated?",,,,,,Anecdotal,comment,,,,,,,,2024-06-01,github/tfardet,https://github.com/pandas-dev/pandas/issues/52166#issuecomment-2143442168,repo: pandas-dev/pandas | issue: DEPR: attrs | keyword: workaround
"Not a pandas core dev, but my take on this is that it's aspirational to support `attrs`. However, there are still some rough edges in particular also in connection with copy-on-write, so that it's not a first-class feature yet. I would characterize it as: - Is here to stay. - Works reasonably well, but be prepared for some limitations / bugs. - Should gradually improve in the long run.",,,,,,Anecdotal,comment,,,,,,,,2024-06-04,github/timhoffm,https://github.com/pandas-dev/pandas/issues/52166#issuecomment-2146716621,repo: pandas-dev/pandas | issue: DEPR: attrs | keyword: workaround
"I want to add one item to the list of projects using `.attrs` 😊 In the [`spatialdata`](https://github.com/scverse/spatialdata/) library (a framework developed for spatial biology, kind of an extension of microscopy which looks at molecular content in tissues), we use `.attrs` to store metadata (simple objects that are JSON-serializable) that is crucial for our data representation. More precisely, the `SpatialData` class is a container for various objects: `pd.DataFrame`, `xarray.DataArray`, `da…",,,,,,Anecdotal,comment,,,,,,,,2024-06-19,github/LucaMarconato,https://github.com/pandas-dev/pandas/issues/52166#issuecomment-2178473375,repo: pandas-dev/pandas | issue: DEPR: attrs | keyword: workaround
"> Not a pandas core dev, but my take on this is that it's aspirational to support `attrs`. However, there are still some rough edges in particular also in connection with copy-on-write, so that it's not a first-class feature yet. > > I would characterize it as: > > * Is here to stay. > * Works reasonably well, but be prepared for some limitations / bugs. > * Should gradually improve in the long run. Could we have confirmation by a Pandas core dev that `attrs` are staying? For example by formall…",,,,,,Anecdotal,comment,,,,,,,,2024-11-07,github/akors,https://github.com/pandas-dev/pandas/issues/52166#issuecomment-2462252318,repo: pandas-dev/pandas | issue: DEPR: attrs | keyword: workaround
"I've also used `.attrs` in several projects, and find it very useful — for units, provenance, dirty-state etc. I don't mind the support being incomplete. Two small additions I'd suggest to make the incomplete support feel more... complete? are: 1. If there isn't already, put a terse list in the documentation of which operations support it, and how (by shallow copy, by reference if any). 2. Add a `.set_attrs()` method that allows one-liners like `return pd.concat(dfs).set_attrs(dfs[0].attrs)`",,,,,,Anecdotal,comment,,,,,,,,2024-11-18,github/jobh,https://github.com/pandas-dev/pandas/issues/52166#issuecomment-2483031457,repo: pandas-dev/pandas | issue: DEPR: attrs | keyword: workaround
"> 1. If there isn't already, put a terse list in the documentation of which operations support it, and how (by shallow copy, by reference if any). The Notes section in https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.attrs.html#pandas.DataFrame.attrs is the best we have. It's a user-facing paraphrasing of the implementation: attrs handling is done in `__finalize__`, which most operations use (but there may be exceptions, which is why it may be hard to make a definitive list). `pd.c…",,,,,,Anecdotal,comment,,,,,,,,2024-11-18,github/timhoffm,https://github.com/pandas-dev/pandas/issues/52166#issuecomment-2483316352,repo: pandas-dev/pandas | issue: DEPR: attrs | keyword: workaround
"QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? ### Research - [X] I have searched the [[pandas] tag](https://stackoverflow.com/questions/tagged/pandas) on StackOverflow for similar questions. - [X] I have asked my usage related question on [StackOverflow](https://stackoverflow.com). ### Link to question on StackOverflow https://stackoverflow.com/q/77995105/4865723 ### Question about pandas Hello, and please take my apologize for as…",,,,,,Anecdotal,issue,,,,,,,,2024-03-05,github/buhtz,https://github.com/pandas-dev/pandas/issues/57734,repo: pandas-dev/pandas | keyword: workaround | state: closed
"Just do ``` pandas.set_option(""future.no_silent_downcasting"", True) ``` as suggested on the stack overflow question The series will retain object dtype in pandas 3.0 instead of casting to int64",,,,,,Anecdotal,comment,,,,,,,,2024-03-06,github/phofl,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-1981871396,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"> ``` > pandas.set_option(""future.no_silent_downcasting"", True) > ``` But doesn't this just deactivate the message but doesn't modify the behavior. To my understanding the behavior is the problem and need to get solved. Or not? My intention is to extinguish the fire and not just turn off the fire alarm but let the house burn down.",,,,,,Anecdotal,comment,,,,,,,,2024-03-07,github/buhtz,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-1982810492,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"I'm having this problem as well. I have the feeling it's related to `.replace` changing the types of the values (as one Stack Overflow commenter [implied](https://stackoverflow.com/questions/77900971/pandas-futurewarning-downcasting-object-dtype-arrays-on-fillna-ffill-bfill#comment137615068_77941616)). Altering the original example slightly: ```python s = Series(['foo', 'bar']) replace_dict = {'foo': '1', 'bar': '2'} # replacements maintain original types s = s.replace(replace_dict) ``` makes t…",,,,,,Anecdotal,comment,,,,,,,,2024-03-13,github/jerome-white,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-1994209937,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
> s that we never thought of it as doing any casting This is exactly the thing we are trying to solve. replace was previously casting your dtypes and will stop doing so in pandas 3,,,,,,Anecdotal,comment,,,,,,,,2024-03-13,github/phofl,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-1994213353,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"> This is exactly the thing we are trying to solve. replace was previously casting your dtypes and will stop doing so in pandas 3 But it is unclear how to replace and cast. E.g. when I have `[0, 1]` integers they stand for female and male. ``` df.gender = df.gender.astype(str) df.gender = df.gender.replace({'0': 'male', '1': 'female'}) ``` Is that the solution you have in mind? From a users perspective it is a smelling workaround. The other way around is nearly not possible because I can not ca…",,,,,,Anecdotal,comment,,,,,,,,2024-03-13,github/buhtz,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-1994220779,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"> The other way around is nearly not possible because I can not cast a str word to an integer. One alternative (although I realise a non `.replace` supported ""alternative"" may not be what was actually desired) is to use categoricals with `.assign`: ```python import pandas as pd df = pd.DataFrame(['male', 'male', 'female'], columns=['gender']) # from the original example genders = pd.Categorical(df['gender']) df = df.assign(gender=genders.codes) ``` If semantically similar data is spread across …",,,,,,Anecdotal,comment,,,,,,,,2024-03-13,github/jerome-white,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-1994448905,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"I got here, trying to understand what `pd.set_option('future.no_silent_downcasting', True)` does. The message I get is from `.fillna()`, which is the same message for `.ffill()` and `.bfill()`. So I'm posting this here in case someone is looking for the same answer using the mentioned functions. This is the warning message I get: ``` FutureWarning: Downcasting object dtype arrays on .fillna, .ffill, .bfill is deprecated and will change in a future version. Call result.infer_objects(copy=False) …",,,,,,Anecdotal,comment,,,,,,,,2024-05-07,github/caballerofelipe,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2098984793,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"So... I did some digging and I think I have a better grasp of what's going on with this FutureWarning. So I wrote an article in Medium to explain what's happening. If you want to give it a read, here it is: [Deciphering the cryptic FutureWarning for .fillna in Pandas 2](https://medium.com/@felipecaballero/deciphering-the-cryptic-futurewarning-for-fillna-in-pandas-2-01deb4e411a1) Long story short, do: ```python with pd.option_context('future.no_silent_downcasting', True): # Do you thing with fil…",,,,,,Anecdotal,comment,,,,,,,,2024-05-07,github/caballerofelipe,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2099489978,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"I feel like this thread is starting to become a resource. In that spirit: I just experienced another case where `.replace` would have been amazing, but I now need an alternative: a column of strings that are meant to be floats, where the only ""offending"" values are empty strings (meant to be NaN's). Consider: ```python records = [ {'a': ''}, {'a': 12.3}, ] df = pd.DataFrame.from_records(records) ``` I would have first reached for `.replace`. Now I consider `.filla`, but that doesn't work either…",,,,,,Anecdotal,comment,,,,,,,,2024-05-15,github/jerome-white,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2111724906,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"From your code: > ```python > x = df.assign(a=lambda x: pd.to_numeric(x['a'])) > ``` I would do it like this, it feels a little cleaner and easier to read: ```python df['a'] = pd.to_numeric(df['a']) ``` --- You said you wanted to use `replace`, if you want to use it, you can do this: ```python with pd.option_context('future.no_silent_downcasting', True): df2 = (df .replace('', float('nan')) # Replace empty string for nans .infer_objects() # Allow pandas to try to ""infer better dtypes"" ) df2.dty…",,,,,,Anecdotal,comment,,,,,,,,2024-05-20,github/caballerofelipe,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2120759239,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"explicitly do the conversion in two steps and the future warning will go away. In the first step, do the replace with the numbers as strings to match the original dtype replace_dict = {'foo': '2', 'bar': '4'} in the second step, convert the dtype to int s = s.replace(replace_dict).astype(int) This will run without the warning even when you have not suppressed warnings",,,,,,Anecdotal,comment,,,,,,,,2024-07-06,github/Data-Salad,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2211545401,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"I got this because I was trying to filter a dataframe using the output from `Series.str.isnumeric()`. My dataframe contained NA values, so the resulting mask contained NA values. Normally I use `fillna(False)` to get rid of these. What I would normally do: ``` python df = pd.DataFrame({'A': ['1', '2', 'test', pd.NA]}) mask = df['A'].str.isnumeric().fillna(False) ``` What I need to do now: ``` python df = pd.DataFrame({'A': ['1', '2', 'test', pd.NA]}) with pd.option_context('future.no_silent_dow…",,,,,,Anecdotal,comment,,,,,,,,2024-08-08,github/daviewales,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2274836151,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"Hello Folks, Thanks for your helpful previous answers. Especially > explicitly do the conversion in two steps and the future warning will go away. > > In the first step, do the replace with the numbers as strings to match the original dtype replace_dict = {'foo': '2', 'bar': '4'} > > in the second step, convert the dtype to int s = s.replace(replace_dict).astype(int) > > This will run without the warning even when you have not suppressed warnings This works well when going trom string to int; b…",,,,,,Anecdotal,comment,,,,,,,,2024-11-01,github/Arnaudno,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2451901972,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"Arnaudno, You're doing more work than you need to. The boolean value of all strings except for empty strings is true (empty strings have a boolean value of false). So in your case, you don't need the replace at all. All you need is to convert the string to boolean and you will get the result you want. df=pd.DataFrame({'a':['','X','','X','X']}) s = df['a'].astype('bool') print(s) and you will get 0 False 1 True 2 False 3 True 4 True Name: a, dtype: bool",,,,,,Anecdotal,comment,,,,,,,,2024-11-01,github/Data-Salad,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2452343177,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"Những chuyện này là sao. Nói hỗ trợ giúp đỡ. Nhưng làm văn bản. Công thức. Không có lời dẫn hay thuyết minh. Rồi cuối cùng những thông tin vừa xong lãi vỡ ra. Lại bị thay đổi 1 lần nữa. 3 cái diện thoại giờ nó dùng k khác gì thập niên 80. Thông tin cá nhân giờ thể xác thực. Đến số điện thoại. Hiện tại cũng không thể chứng minh nó là của mình. Nói không tin. Không hợp tác phối hợp. Vậy 1 tháng qua tôi trải qua những gì ai biết không??? Vào Th 7, 21 thg 12, 2024 lúc 17:08 herzphi ***@***.***> đã …",,,,,,Anecdotal,comment,,,,,,,,2024-12-21,github/ghost,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2558170221,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"To sum up, to resolve this warning, values of the same type should be used and then they can be cast to e.g. `int`, like that: ```python replace_dict = {'foo': '2', 'bar': '4'} # keys are str and so must be values s = s.replace(replace_dict).astype(int) # cast values to int ```",,,,,,Anecdotal,comment,,,,,,,,2024-12-27,github/satk0,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2563747799,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"This solution is not perfect for those of us what have empty rows in the column they are replacing (I have a column of occasional text labels which I was converting to int's for plotting purposes). In this case `.astype(int)` can't cope with empty or nan, so `.astype(float)` is required.",,,,,,Anecdotal,comment,,,,,,,,2025-01-06,github/DrNickBailey,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2572931244,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"In my case, I had to convert strings to either bools or nan depending on the value of the string. Instead of suppressing the warning resulting from using replace(), I think it is generally better to use map() when you need to both change dtypes and deal with null values. Given: ``` print(df['has_attribute']) Name A Yes B No C Unknown Name: has_attribute, Length: 3, dtype: object ``` I do: ``` df = df.map(lambda x: True if x == 'Yes' else (False if x == 'No' else np.nan)) print(df['has_attribute…",,,,,,Anecdotal,comment,,,,,,,,2025-01-07,github/SamLovesHoneyWater,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-2574215022,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
"> Just do > > ``` > pandas.set_option(""future.no_silent_downcasting"", True) > ``` > > as suggested on the stack overflow question > > The series will retain object dtype in pandas 3.0 instead of casting to int64 I've done it for now, just wonder when my pandas is upgraded to 3.0 next time, will there be any notification that I can remove this pd.set_option?",,,,,,Anecdotal,comment,,,,,,,,2025-08-13,github/randomseed42,https://github.com/pandas-dev/pandas/issues/57734#issuecomment-3182838142,"repo: pandas-dev/pandas | issue: QST: How to solve pandas (2.2.0) ""FutureWarning: Downcasting behavior in `replace` is deprecated"" on a Series? | keyword: workaround"
TST: run python-dev CI on 3.14-dev I'd like to see how widespread the test breakage is due to https://github.com/pandas-dev/pandas/issues/61368. Also 3.14rc1 came out earlier this week so Pandas should probably start thinking about 3.14 support soonish.,,,,,,Anecdotal,issue,,,,,,,,2025-07-25,github/ngoldbaum,https://github.com/pandas-dev/pandas/pull/61950,repo: pandas-dev/pandas | keyword: workaround | state: closed
"After turning off the warning the tests results look much more reasonable. Here's the summary on Linux CI: <details> ``` =========================== short test summary info ============================ FAILED pandas/tests/copy_view/test_chained_assignment_deprecation.py::test_series_setitem[0] - Failed: DID NOT WARN. No warnings of type (<class 'Warning'>,) were emitted. Emitted warnings: []. FAILED pandas/tests/copy_view/test_chained_assignment_deprecation.py::test_series_setitem[indexer1] - F…",,,,,,Anecdotal,comment,,,,,,,,2025-07-25,github/ngoldbaum,https://github.com/pandas-dev/pandas/pull/61950#issuecomment-3120264536,repo: pandas-dev/pandas | issue: TST: run python-dev CI on 3.14-dev | keyword: workaround
"> @jorisvandenbossche did you ever have time to look closer at generating the chained assignment warning on 3.14 since it was reported in April? Unfortunately we're probably past the time when we can get C API changes merged into CPython to support this use-case, so it may not be easily feasible to detect what you're looking for just based on refcounts in 3.14 and newer. I didn't get to it yet, but now installed python 3.14 to try myself and took a first look. I added some more context to the i…",,,,,,Anecdotal,comment,,,,,,,,2025-08-03,github/jorisvandenbossche,https://github.com/pandas-dev/pandas/pull/61950#issuecomment-3148436016,repo: pandas-dev/pandas | issue: TST: run python-dev CI on 3.14-dev | keyword: workaround
"OK, I think I've gotten everything except for the two test failures in `pandas/tests/generic/test_generic.py`, which I don't understand. It looks like `pytest.raises` is broken somehow or it's broken as a side effect of something else? Because the exception should be getting caught as far as I can see but it's not. <details> ``` goldbaum at Nathans-MBP in ~/Documents/pandas on 3.14-ci ± pytest pandas/tests/generic/test_generic.py ============================= test session starts ===============…",,,,,,Anecdotal,comment,,,,,,,,2025-08-07,github/ngoldbaum,https://github.com/pandas-dev/pandas/pull/61950#issuecomment-3166015839,repo: pandas-dev/pandas | issue: TST: run python-dev CI on 3.14-dev | keyword: workaround
"> Because the exception should be getting caught as far as I can see but it's not. OK, here's a weird one. This script runs without error on Python 3.13 but dies with an uncaught `ValueError` on 3.14.0rc1: ```python import pandas as pd obj1 = pd.DataFrame({'0': [1, 1, 1, 1], '1': [1, 1, 1, 1]}) obj2 = pd.DataFrame({'0': [1, 1, 1, 1], '1': [1, 1, 1, 1]}) try: obj1 and obj2 except ValueError: pass ``` ``` goldbaum at Nathans-MBP in ~/Documents/test ○ python test.py Traceback (most recent call las…",,,,,,Anecdotal,comment,,,,,,,,2025-08-08,github/ngoldbaum,https://github.com/pandas-dev/pandas/pull/61950#issuecomment-3166257178,repo: pandas-dev/pandas | issue: TST: run python-dev CI on 3.14-dev | keyword: workaround
"@ngoldbaum I've been tracking this PR and happened to see your comments tonight and thought ""no way, that can't be"", but yeah I don't understand how that's possible without it being a python. Even if pandas is doing something wrong somehow it shouldn't be magically getting around a try/except.",,,,,,Anecdotal,comment,,,,,,,,2025-08-08,github/djhoese,https://github.com/pandas-dev/pandas/pull/61950#issuecomment-3166282851,repo: pandas-dev/pandas | issue: TST: run python-dev CI on 3.14-dev | keyword: workaround
"> Seems kinda like a Python bug to me? I think this is https://github.com/python/cpython/issues/137288, which I think should be fixed in 3.14.0rc2. It's a little tricky to ignore these test failures because I can't actually catch these particular exceptions... I guess I can just skip them for `sys.version_info == (3, 14, 0, 'candidate', 1)` and then we can reassess when rc2 comes out?",,,,,,Anecdotal,comment,,,,,,,,2025-08-08,github/ngoldbaum,https://github.com/pandas-dev/pandas/pull/61950#issuecomment-3166283125,repo: pandas-dev/pandas | issue: TST: run python-dev CI on 3.14-dev | keyword: workaround
"@ngoldbaum thanks for finding that upstream issue, good to see it is already fixed. FWIW, numpy has the same issue (`obj1 and obj2` where those objects are numpy arrays also bypasses the `except ValueError`)",,,,,,Anecdotal,comment,,,,,,,,2025-08-08,github/jorisvandenbossche,https://github.com/pandas-dev/pandas/pull/61950#issuecomment-3167940331,repo: pandas-dev/pandas | issue: TST: run python-dev CI on 3.14-dev | keyword: workaround
"Yup! Not really surprising to me that the Pandas test suite caught the upstream bug but the NumPy tests missed it, Pandas has much more comprehensive tests... I think I might split off the changes for the new error messages and `codecs.open` into their own PR so they can be merged separately. If you decide we ultimately need to disable the warning and workarounds in C aren't possible, we can merge this and then work with @mpage to get a fix in for 3.14.1. But hopefully you figure out how to get…",,,,,,Anecdotal,comment,,,,,,,,2025-08-08,github/ngoldbaum,https://github.com/pandas-dev/pandas/pull/61950#issuecomment-3168066235,repo: pandas-dev/pandas | issue: TST: run python-dev CI on 3.14-dev | keyword: workaround
"Actually on second thought I don't think it makes sense to PR the warnings changes without any 3.14 testing, so I'll leave that here. @jorisvandenbossche please feel free to cherry-pick fc51e5f6fa5a8573db4c7e00750f4d9499c029a7 if you end up coming up with a better approach. I'll go ahead and re-enable all the CI to make sure I didn't break anything on older Python versions.",,,,,,Anecdotal,comment,,,,,,,,2025-08-08,github/ngoldbaum,https://github.com/pandas-dev/pandas/pull/61950#issuecomment-3168253031,repo: pandas-dev/pandas | issue: TST: run python-dev CI on 3.14-dev | keyword: workaround
Closing in favor of Joris' PRs. Please feel free to cherry-pick [180081b](https://github.com/pandas-dev/pandas/commit/180081b04fa9c18ebec787b1c40b321f93a0dce2),,,,,,Anecdotal,comment,,,,,,,,2025-08-08,github/ngoldbaum,https://github.com/pandas-dev/pandas/pull/61950#issuecomment-3168425171,repo: pandas-dev/pandas | issue: TST: run python-dev CI on 3.14-dev | keyword: workaround
"ENH: Restore the functionality of `.fillna` ### Feature Type - [ ] Adding new functionality to pandas - [X] Changing existing functionality in pandas - [ ] Removing existing functionality in pandas ### Problem Description The currently very useful behaviour of `.fillna` is being deprecated. ```python a = pd.Series([True, False, None]) a # 0 True # 1 False # 2 None # dtype: object ``` Using `a.fillna` raises a warning: ```python a.fillna(True) # [/var/folders/66/bjmfs8315pjdbztwxmyvd7x80000gn/T/…",,,,,,Anecdotal,issue,,,,,,,,2024-09-18,github/tomprimozic,https://github.com/pandas-dev/pandas/issues/59831,repo: pandas-dev/pandas | keyword: workaround | state: closed
"Thanks for report! You mention that `infer_objects` didn't work, I'm not sure what you meant by this. Is it that you still get the warning? You need to use `infer_objects` with the future behavior like so: ```python ser = pd.Series([True, False, None]) with pd.option_context(""future.no_silent_downcasting"", True): print(ser.fillna(True).infer_objects(copy=False)) ```",,,,,,Anecdotal,comment,,,,,,,,2024-09-18,github/rhshadrach,https://github.com/pandas-dev/pandas/issues/59831#issuecomment-2359060509,repo: pandas-dev/pandas | issue: ENH: Restore the functionality of `.fillna` | keyword: workaround
"> This is overly verbose, but would be acceptable if `boolean` was inferred automatically for `[True, False, None]` (or `[True, False, np.nan]`), but currently it's not... This is another good area where PDEP-13 would probably help a lot https://github.com/pandas-dev/pandas/pull/58455 If it helps, you can avoid the object-dtype based ""boolean"" array without an astype if you use the `pd.BooleanDtype` dtype argument as part of the constructor: ```python a = pd.Series([True, False, None], dtype=pd…",,,,,,Anecdotal,comment,,,,,,,,2024-09-24,github/WillAyd,https://github.com/pandas-dev/pandas/issues/59831#issuecomment-2372019430,repo: pandas-dev/pandas | issue: ENH: Restore the functionality of `.fillna` | keyword: workaround
"Hi. I just hit this ""bug"" or feature. It's annoying. Here's my fix ``` def bool_fillna_inplace(series: pd.Series) -> pd.Series: """""" Workaround for https://github.com/pandas-dev/pandas/issues/59831 Replaces nan/None with False."""""" series[pd.isna(series)] = False return series ``` or an alternative `return series & ~pd.isna(series)` but that one does a bitwise and which would return False for even number, in case the series is not purely boolean with nans.",,,,,,Anecdotal,comment,,,,,,,,2024-11-26,github/joaoe,https://github.com/pandas-dev/pandas/issues/59831#issuecomment-2500704786,repo: pandas-dev/pandas | issue: ENH: Restore the functionality of `.fillna` | keyword: workaround
"https://github.com/pandas-dev/pandas/issues/59831#issuecomment-2359060509 is the correct solution here. Though the ""copy"" keyword is no longer needed in that snippet.",,,,,,Anecdotal,comment,,,,,,,,2025-07-02,github/jbrockmendel,https://github.com/pandas-dev/pandas/issues/59831#issuecomment-3028823210,repo: pandas-dev/pandas | issue: ENH: Restore the functionality of `.fillna` | keyword: workaround
"ENH: Add a clear option to interpret strings as Pandas dtypes specifically. ### Feature Type - [X] Adding new functionality to pandas - [ ] Changing existing functionality in pandas - [ ] Removing existing functionality in pandas ### Problem Description When the pd.read_excel function encounters an empty cell with a numeric dtype, it leads to a conversion error. The solution to this, is to use the Pandas specific nullable numeric types, which work extremely well. The problem is that these datat…",,,,,,Anecdotal,issue,,,,,,,,2024-09-11,github/vitkosbence,https://github.com/pandas-dev/pandas/issues/59777,repo: pandas-dev/pandas | keyword: workaround | state: closed
"Thanks for the report, does specifying `pd.options.future.infer_string = True` do the trick? See https://pandas.pydata.org/pdeps/0014-string-dtype.html for more details.",,,,,,Anecdotal,comment,,,,,,,,2024-09-12,github/rhshadrach,https://github.com/pandas-dev/pandas/issues/59777#issuecomment-2347192463,repo: pandas-dev/pandas | issue: ENH: Add a clear option to interpret strings as Pandas dtypes specifically. | keyword: workaround
